;	B1	B2	B3
	102	126	165
	100	124	163
	98	120	160
	96	114	158
	93	115	155
	92	114	152
	93	111	148
	94	112	154
	96	115	162
	100	128	171
	105	136	180
	109	139	191
	111	142	202
	113	147	210
	127	166	223
	132	183	239
	138	196	255
	143	206	255
	149	203	255
	149	198	255
	142	191	249
	135	181	239
	128	171	228
	122	163	218
	116	157	209
	111	152	202
	108	147	194
	106	143	187
	104	136	183
	105	129	178
	107	122	174
	109	136	190
	113	151	207
	120	165	224
	127	177	230
	134	187	234
	133	187	238
	133	182	237
	133	174	229
	129	166	222
	122	160	215
	117	152	205
	112	144	196
	109	135	186
	106	134	184
	103	134	182
	103	134	181
	102	136	181
	127	149	191
	119	134	183
	110	131	178
	104	126	173
	105	118	167
	106	125	179
	107	137	196
	115	156	214
	123	169	225
	131	176	228
	131	177	231
	129	176	232
	127	167	225
	124	160	217
	120	153	210
	116	148	206
	113	143	203
	111	136	200
	110	135	193
	108	136	184
	106	131	177
	104	127	171
	102	125	169
	100	118	168
	97	111	166
	95	115	161
	94	115	156
	94	110	151
	95	113	156
	96	119	164
	102	132	173
	107	138	182
	130	173	230
	124	163	220
	119	157	210
	114	153	201
	109	147	194
	107	143	186
	106	139	181
	105	134	178
	107	134	176
	111	136	175
	114	146	193
	118	158	210
	123	171	227
	129	177	231
	133	181	231
	131	179	232
	129	174	228
	126	165	221
	121	157	214
	115	150	206
	109	143	197
	105	135	187
	102	126	178
	100	129	177
	98	131	177
	98	129	176
	107	129	172
	103	125	168
	104	121	165
	106	127	179
	108	138	198
	116	156	217
	123	168	225
	131	176	225
	130	174	225
	129	169	223
	126	161	218
	124	155	212
	121	151	206
	117	145	205
	115	141	204
	115	138	204
	114	143	198
	114	150	190
	112	142	183
	109	135	179
	107	129	179
	103	119	179
	100	111	177
	97	118	169
	96	116	162
	95	108	154
	95	116	160
	125	167	220
	120	158	211
	116	153	203
	111	148	195
	107	143	188
	107	139	180
	107	137	177
	106	135	178
	110	142	178
	115	151	181
	120	159	198
	124	167	215
	128	178	232
	132	179	231
	133	178	229
	130	173	226
	125	166	220
	122	157	212
	116	151	205
	111	144	197
	105	136	187
	102	132	179
	100	129	171
	99	131	171
	97	132	172
	105	129	179
	109	139	198
	116	156	217
	123	167	223
	130	176	222
	129	168	221
	127	161	218
	126	156	213
	125	154	208
	124	154	204
	123	145	205
	124	143	206
	126	152	208
	128	163	203
	129	173	197
	126	167	190
	123	156	188
	120	140	189
	114	132	190
	108	129	188
	102	137	178
	99	130	167
	121	162	208
	117	155	203
	113	148	197
	109	143	190
	105	139	182
	106	135	175
	107	136	175
	108	140	183
	113	154	190
	120	166	198
	126	172	210
	130	181	223
	132	191	236
	134	184	232
	134	177	227
	128	170	224
	122	163	216
	117	156	206
	112	148	197
	108	141	189
	103	134	181
	100	131	175
	99	129	168
	97	130	168
	97	130	169
	116	160	211
	122	165	218
	129	166	222
	127	159	224
	127	158	225
	126	164	223
	127	166	221
	129	166	219
	131	163	218
	134	162	218
	138	163	217
	142	174	209
	144	186	200
	140	200	190
	136	183	186
	133	150	185
	124	140	185
	112	151	195
	109	145	191
	106	139	184
	104	135	177
	104	132	169
	105	132	175
	106	135	189
	112	153	203
	119	167	214
	125	177	222
	128	183	230
	129	188	238
	131	183	232
	130	177	226
	124	168	221
	118	161	210
	113	155	200
	109	146	189
	105	138	181
	101	130	176
	99	129	171
	98	127	167
	97	127	167
	136	165	222
	134	163	229
	132	169	233
	130	182	233
	131	179	235
	133	178	234
	135	184	231
	138	178	228
	142	168	226
	146	175	214
	148	188	201
	145	212	189
	142	190	182
	107	143	183
	105	142	184
	103	136	178
	102	131	172
	103	127	165
	104	130	177
	105	136	195
	111	153	212
	117	167	224
	123	178	229
	124	180	234
	124	178	237
	125	179	230
	123	174	224
	119	165	217
	115	160	205
	110	154	194
	107	142	181
	103	133	175
	100	124	171
	99	125	168
	97	125	165
	96	125	165
	135	201	244
	135	189	247
	134	188	248
	135	206	244
	134	190	239
	134	165	234
	135	165	218
	103	135	168
	102	139	174
	101	132	171
	101	126	168
	101	121	164
	102	130	178
	104	143	196
	109	158	214
	115	166	223
	120	169	224
	120	168	226
	120	167	225
	120	167	219
	118	164	212
	114	158	206
	111	152	196
	108	144	186
	105	134	176
	102	129	171
	100	124	168
	98	125	166
	97	125	164
	136	162	242
	134	175	236
	104	131	165
	102	126	165
	101	124	164
	102	125	163
	103	137	180
	105	148	198
	110	159	216
	114	162	221
	119	162	219
	118	160	217
	116	159	214
	115	157	208
	113	154	201
	110	150	195
	107	142	187
	104	135	179
	102	129	171
	100	126	168
	99	126	166
	97	125	165
	106	126	159
	103	123	162
	103	124	165
	104	129	167
	105	142	183
	108	154	200
	111	161	216
	115	160	218
	118	157	212
	115	155	209
	113	152	204
	110	149	197
	108	145	190
	105	140	184
	102	133	179
	101	129	173
	99	127	167
	98	127	165
	96	127	165
	95	124	164
	108	125	155
	104	123	162
	104	125	169
	105	130	177
	107	146	189
	109	159	202
	112	169	215
	115	163	212
	117	155	206
	113	151	201
	109	146	195
	105	142	188
	103	137	182
	101	132	177
	98	127	172
	97	124	167
	96	123	163
	95	123	161
	94	123	160
	103	117	163
	104	125	175
	105	137	186
	107	155	195
	109	164	203
	111	165	212
	113	159	207
	114	151	200
	110	146	193
	106	141	186
	102	136	180
	100	131	174
	98	126	169
	96	122	166
	94	120	162
	93	119	159
	92	119	157
	92	119	155
	103	116	163
	104	127	178
	105	141	190
	107	158	196
	108	162	202
	109	158	208
	111	152	201
	110	146	193
	107	142	185
	103	136	179
	99	131	172
	98	125	166
	96	120	162
	94	116	160
	93	115	158
	91	116	156
	90	116	152
	103	123	163
	104	132	177
	105	140	187
	107	148	191
	107	151	195
	108	151	199
	108	145	192
	107	141	185
	103	137	179
	100	132	173
	98	125	166
	96	118	160
	95	114	156
	93	113	155
	91	114	152
	89	114	150
	104	129	176
	104	136	184
	104	141	186
	104	142	188
	104	142	189
	104	138	184
	103	135	178
	100	132	173
	97	126	166
	95	120	161
	94	114	155
	93	112	151
	91	112	149
	89	112	146
	87	111	144
	101	136	181
	101	134	181
	101	131	176
	99	129	171
	96	127	166
	94	122	161
	92	117	155
	91	113	150
	90	112	146
	89	111	143
	87	110	141
	88	109	142
	87	109	140
	86	108	138
	89	109	145
